t,EKF_dev_min1,EKF_dev_min2,EKF_dev_min3,EKF_dev_min4
350,0.0001635427236140486,0.01947913217479638,0.0028935503338892985,0.029007918207266413
351,0.0002591840639469654,0.001668838159071387,0.010282306117326853,0.029998556950561462
352,0.0002860007253932089,0.019408803557003657,0.011539915868750323,0.029440952434953385
353,0.0001815608576271998,0.001721348145634075,0.01491037044014001,0.030914938789298258
354,0.00013829242885173368,0.007266740474064909,0.013718586113314024,0.030318009821845078
355,0.000223116762036492,0.02247367501572201,0.012972258000855797,0.03124600645744466
356,0.0001422982108721286,0.013851244231591777,0.009610063371590902,0.031092423144758984
357,0.00014620340978057175,0.007837513509720864,0.024365446034229975,0.028132603675191988
358,0.000293041012881617,0.002481998000518285,0.020610113386165946,0.030819644647146115
359,0.00014311604683685687,0.007017233483917128,0.0203866138278841,0.031516561489410955
360,0.00020380971202924747,0.004929489691888544,0.019502393414171003,0.0342044121701812
361,0.0001730412568514778,0.005494382137362451,0.01866381007836913,0.036909381965361775
362,0.00017409675502633284,0.007377557990516164,0.03455706813468244,0.023806379265532716
363,0.000167610784386651,0.0021344787990050084,0.03217353682144251,0.029451617158847986
364,0.00013589022750940522,0.0029862836645746815,0.018846505216743033,0.04740250691273197
365,7.580820233016537e-5,0.00664770743534744,0.030406785838689564,0.02270999746576553
366,0.00020963931396677054,0.01007719936199349,0.02431201541146901,0.028254753026126716
367,0.00017722223940336447,0.010733671925390658,0.026493992878020133,0.02245982823648391
368,0.0002465396690908802,0.006609131522483421,0.026750525438083487,0.023013591381659183
369,0.00016579846501174177,0.017289767512015445,0.019757644258556965,0.02966680887379237
370,0.00019961928716822917,0.016987270518981867,0.015001838733808398,0.034097971802453754
371,0.00022829501412422105,0.02266624085271919,0.015128285295939315,0.0254073871997704
372,0.00025828776901037453,0.018567615805577132,0.018240552809096183,0.021815040356183747
373,0.00019639434730731219,0.012683276693042098,0.022111733528393594,0.005099080996403594
374,0.0001435531551666794,0.013193152310670374,0.0211572307862645,0.013479982634402523
375,0.0002912299813667975,0.003410727073652082,0.02044894759896372,0.02600758012078899
376,0.0001246534094762475,0.005272205669999784,0.01881218014642521,0.0207662208633442
377,0.00012723171548947038,0.008466652171424716,0.020743256894297644,0.010549887963106911
378,0.0002985557483167779,0.005303340341863737,0.022612173134085436,0.003894705964256195
379,6.817160915130142e-5,0.011137064500143755,0.024439572763065295,0.002346296048141725
380,0.00022125827147383874,0.01223801472592506,0.02209959874124865,0.004646600818081687
381,0.0002973016828801311,0.023126543979574518,0.026286160955327553,0.04223428453698968
382,0.00016267114448388712,0.011314389725336485,0.019546473677699232,0.011629375411031324
383,0.0002163797582046411,0.01751713444701627,0.02038119109562839,0.02739079373751175
384,0.00013147519526865903,0.013860599527971588,0.01773754020223635,0.013946767715568709
385,0.00021752706339207224,0.010341015678504071,0.01499476110671178,0.02079976899743685
386,0.00023222768481814858,0.008110365181184454,0.014686359848765181,0.0158281130024118
387,0.00016289768854926004,0.014645976245774359,0.004841604578880338,0.01027053926307238
388,0.00012510582797285532,0.0052451673747344945,0.013632975190206597,0.011408795874222768
389,0.00025619021020935594,0.016925673938301602,0.0035399830945208265,0.016783294086658053
390,0.00018044680774325782,0.007340625578406124,0.004949657032280186,0.007465737694325516
391,6.225528586071889e-5,0.014878779845842701,0.01236107871474357,0.012152207641006578
392,0.0002742469404932192,0.018838381450935193,0.015010092987389435,0.04119341482048104
393,0.00011597340841651599,0.019808665090089963,0.018393172693296374,0.00910140661686856
394,9.743756999685093e-5,0.01882104505553016,0.03097694699425324,0.005431020211256344
395,0.00015933205672724916,0.004501628278478891,0.016806583110980922,0.012255738718565622
