dev_chief,dev_deputy1,dev_deputy2,dev_deputy3
1.707546571977394646e-04,1.124632054842411751e-02,1.702988223022080388e-02,2.733489561221374292e-02
1.586181029884051218e-04,1.093466528637437006e-02,1.580532530241759992e-02,2.805141288633971816e-02
1.477718026275695693e-04,1.056899392872446414e-02,1.630551574843175019e-02,2.836710362135445168e-02
1.522593543940910254e-04,9.550840171221281621e-03,1.566635012458808540e-02,2.856613420097773443e-02
1.544390895072303253e-04,9.094838774501814299e-03,1.425438153303164660e-02,2.840877888968203202e-02
1.590895969438255956e-04,9.250700174334986273e-03,1.358235698885852140e-02,2.845640284318022920e-02
1.576484926935581038e-04,7.042712390461090995e-03,1.160510679674389180e-02,2.807329509080288416e-02
1.490727119196314128e-04,6.539485362295015432e-03,1.058231651680751478e-02,2.781011403057299936e-02
1.486795658880052417e-04,6.938711603027246377e-03,1.002286828520941933e-02,2.754785810010512356e-02
1.686751528703927432e-04,6.345218329635105362e-03,9.868770160190538585e-03,2.699852576810962343e-02
1.508465409517139775e-04,5.627116823498411538e-03,9.588440916988601528e-03,2.684325560781654699e-02
1.579140303712663670e-04,4.897552923246377247e-03,8.484476198238184025e-03,2.660538252243926927e-02
1.698847140483889407e-04,4.654092656637309061e-03,7.890765398466196776e-03,2.626377020389369585e-02
1.516292040150442192e-04,4.852060173633958827e-03,7.276301201067298871e-03,2.571493189258926629e-02
1.542059853623659797e-04,4.663475882850802272e-03,6.842289243726678259e-03,2.466855184483223579e-02
1.567487475969729996e-04,4.645167186180260838e-03,6.953897058882160982e-03,2.416061188804449061e-02
1.572525861251639794e-04,4.717360777173088340e-03,6.787261879012688320e-03,2.345243429239426275e-02
1.520238529519262025e-04,4.583278874929766315e-03,6.981415164665474328e-03,2.269629407245226868e-02
1.442084531902829343e-04,5.043076759765686631e-03,6.538758741769767555e-03,2.183179355942234390e-02
1.614759998826941195e-04,4.877477856782712340e-03,6.127534910181582466e-03,2.062570959676885557e-02
1.587489703698156203e-04,4.735458370502563206e-03,6.717452563737906675e-03,1.987122933412957537e-02
1.673165929426496598e-04,4.764059499667316379e-03,5.711935018592856003e-03,1.896827947368182748e-02
1.507363960531543580e-04,4.257941217727709456e-03,6.752930690954121046e-03,1.791254019977799386e-02
1.460477426413970604e-04,3.721704594919344848e-03,5.619876795735472517e-03,1.687902438517339260e-02
1.589380408184298691e-04,3.807662138389359286e-03,5.465586422018977632e-03,1.604029483414259882e-02
1.453537649098970617e-04,3.718330419153759170e-03,5.878728862214324842e-03,1.536284703725459937e-02
1.582163076428401893e-04,3.458554370367224271e-03,4.946559024672630804e-03,1.532053778252660120e-02
1.542394770411487147e-04,3.617795268698617214e-03,5.450318322164081873e-03,1.456677312905894049e-02
1.582043533089593239e-04,3.325237334827329475e-03,5.238008216286951617e-03,1.422025129258028785e-02
1.513851964263906167e-04,3.591783214810536848e-03,5.102834527739264284e-03,1.395106944828036072e-02
1.565096798914279491e-04,4.072481081390475280e-03,6.270961974261281269e-03,1.375406529679064696e-02
1.561317870061388604e-04,4.618532639704523574e-03,6.473132244362658945e-03,1.401939695933785389e-02
1.466033355492151824e-04,4.638536400522927719e-03,7.571491141901423409e-03,1.336201388470125394e-02
1.635390702409604622e-04,4.474682569635454917e-03,7.490202164389545871e-03,1.347430350556082235e-02
1.712601747638092559e-04,4.654751794669863274e-03,8.110639499692685883e-03,1.388013175045643699e-02
1.586340609619203798e-04,4.776610285815665116e-03,8.482576887206690411e-03,1.413614558081895470e-02
1.585296304184665339e-04,4.093771145329129328e-03,9.266308660129856170e-03,1.391926742115773274e-02
1.750171171760459335e-04,3.553754839410919793e-03,9.346101087993111817e-03,1.465602898853472433e-02
1.590538071438950523e-04,3.436688493906467183e-03,9.368969309503568169e-03,1.496436005880283533e-02
1.441836293292078988e-04,3.432985933139483595e-03,8.175736200144244348e-03,1.569400720232243251e-02
1.524857078557027650e-04,3.514347175327638389e-03,7.420410708275708596e-03,1.580107472746848304e-02
1.460876089012213132e-04,3.768148624656836917e-03,7.097631736006757355e-03,1.666705149972251207e-02
1.632648663010173183e-04,4.036224650504110362e-03,6.625384415131200036e-03,1.710277393512155478e-02
1.556147425706459145e-04,4.438253286079893792e-03,5.917535007089437353e-03,1.768436973879451354e-02
1.654122333622046225e-04,4.646739279288733190e-03,5.885374008903043741e-03,1.797141204367374082e-02
1.547587786796524262e-04,4.887997168863220977e-03,5.844328361973134822e-03,1.888818497494673676e-02
1.565804714255790702e-04,5.478185195295112546e-03,5.541999923730357540e-03,1.911736433674575755e-02
1.535582391065535494e-04,6.151529904830457286e-03,5.563542568010134901e-03,1.973949406407491877e-02
1.571374320995770223e-04,7.228829927297599801e-03,5.615357563408342190e-03,2.024134378340658458e-02
1.552215840978935163e-04,7.957776557588898403e-03,5.887102763610567967e-03,2.068784316638588167e-02
1.517908868824571853e-04,8.131141408218594060e-03,5.833334222412512801e-03,2.094628621916810179e-02
1.596720674358081027e-04,8.186214235885393500e-03,6.527595209891609053e-03,2.122483502716068088e-02
1.579690871054523996e-04,8.400117525694372062e-03,6.460570745499927964e-03,2.130067034250516730e-02
1.515961375896181284e-04,7.614974239441412926e-03,6.571778676932383753e-03,2.190450054926578252e-02
1.598338497469508224e-04,7.121228397090118012e-03,6.104515652637221637e-03,2.207955585797920228e-02
1.483196467229699639e-04,6.408745878270984998e-03,6.049329557956137880e-03,2.218763491572496235e-02
1.527776578572136819e-04,6.335436198558037912e-03,5.922407031439041666e-03,2.198233843097498197e-02
1.525682931356613678e-04,6.536590734999626374e-03,5.130096725966285139e-03,2.175518264760350692e-02
1.462126977792630020e-04,5.854559811484637798e-03,5.715137414553791810e-03,2.171781914431765437e-02
1.675300331153675617e-04,5.261976746639156557e-03,5.380930381507938870e-03,2.194088411234938404e-02
1.463215914658300186e-04,4.701663455396543415e-03,5.583680541156350353e-03,2.160609430115685223e-02
1.554093575099737895e-04,5.099599462201009903e-03,5.376772742631571837e-03,2.106412003220193077e-02
1.477657666691256243e-04,4.837836561992842760e-03,5.201407724090936421e-03,2.054822389577450406e-02
1.531309746031777220e-04,4.636252224484228510e-03,4.782210620029336313e-03,1.986129505118423844e-02
1.466200521729717557e-04,4.450779046114880337e-03,5.198328852261022495e-03,1.939034319164993983e-02
1.633319864136339734e-04,4.445043124384262523e-03,5.355585698224220141e-03,1.943989251616728281e-02
1.730640882334098720e-04,4.964880579491486555e-03,4.906430810007402984e-03,1.853600468221885608e-02
1.539141393466380734e-04,4.616134316999328732e-03,4.802513035455065540e-03,1.732830546765764049e-02
1.498103644717550538e-04,5.320216693786045115e-03,5.281985428139259614e-03,1.669147260715307668e-02
1.549757036864094482e-04,5.675667062997427278e-03,5.227881046677203096e-03,1.612797229054946033e-02
1.572445058741139075e-04,5.468267861635765087e-03,5.311753413297192264e-03,1.497161141326334294e-02
1.668560049357101823e-04,5.297782080902754126e-03,5.187594680208995265e-03,1.445914916293743711e-02
1.530379673556030021e-04,5.136542252277166189e-03,5.374116056826482718e-03,1.488793341060207741e-02
1.538071225877213593e-04,6.006738003542595218e-03,6.100858510645449338e-03,1.518904294449944202e-02
1.462215622945654912e-04,5.967338249423820989e-03,5.857434487215301862e-03,1.446087406089358735e-02
1.567726776753261564e-04,6.200796818597853304e-03,5.655320070777548891e-03,1.412401071701663811e-02
1.573448772739261545e-04,5.754535383174701896e-03,5.705872456301671648e-03,1.274296692851259634e-02
1.568187186874520002e-04,5.745451142593461721e-03,5.238591729154811090e-03,1.231743395597541431e-02
1.761263806697154497e-04,6.910009959391597359e-03,5.459718351288041747e-03,1.199478366171270044e-02
1.470123187459636727e-04,6.472727423753213243e-03,5.627906312905620913e-03,1.169693914474122590e-02
1.499843651512329057e-04,6.433075847907069114e-03,5.700866119570098360e-03,1.269692437022467736e-02
1.606027722508825497e-04,6.802842087741889192e-03,5.813659852925582260e-03,1.318372417211098602e-02
1.515910692909612262e-04,7.260461769692250211e-03,6.537755510338746218e-03,1.300350180390074696e-02
1.532285046186779699e-04,7.255004097505440147e-03,6.570780155833445130e-03,1.227794509737666767e-02
1.745632460509614274e-04,7.755148446273385336e-03,7.269351982178678950e-03,1.315161008883193941e-02
1.505059536874626567e-04,8.087074268850184822e-03,7.542073609703604277e-03,1.459921945646006428e-02
1.762506057106463006e-04,8.231951678746785711e-03,7.556050987703114528e-03,1.456156767191944118e-02
1.594339715162967214e-04,8.701410025434732146e-03,7.521302145279152099e-03,1.477251415723967141e-02
1.438315582717703911e-04,8.790208366392068470e-03,8.410221628096891180e-03,1.652498221632305725e-02
1.553029129763569343e-04,9.638431579444526470e-03,8.420587007058073087e-03,1.674002628736364143e-02
1.524801189546092959e-04,9.825107382680452889e-03,8.565945648146560884e-03,1.581771445019228284e-02
1.580825069845132719e-04,1.029712367391310938e-02,9.094411086141687695e-03,1.606396491457293824e-02
1.506921007149906414e-04,1.089845504926689572e-02,9.545273132938802280e-03,1.768256887477169526e-02
1.403103264327356769e-04,1.087386834735511350e-02,1.101484594575813901e-02,1.958298482370716964e-02
1.589009430017809235e-04,1.199957093588862461e-02,1.204801310353011308e-02,1.967618809189532192e-02
1.667153676861098902e-04,1.132759012694044103e-02,1.188790940874463048e-02,1.888059715358576807e-02
