F_chief,F_deputy1,F_deputy2,F_deputy3
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.280428805291472e-06 6.398129960797789e-08 -4.2103014472498513e-07 -9.273653056843686e-12 2.1932605474574556e-13 -1.0718963348314101e-12 6.398108124457133e-08 -1.163774966266325e-06 -7.818548670101028e-09 2.1932605474574556e-13 -9.502742024585637e-12 1.7690788462110737e-12 -4.2102907364762014e-07 -7.818555341161476e-09 -1.1166538405836822e-06 -1.0718963348314101e-12 1.7690788462110737e-12 -1.7786652835584664e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0973403313575656e-06 2.9399686767374277e-08 -4.178953426284718e-07 -6.9688748365768656e-12 4.362943120434509e-13 2.8237558968550077e-14 2.93995822532681e-08 -1.1322439802795042e-06 -2.3791040924352104e-07 4.362943120434509e-13 -1.3825964996693351e-11 -4.4558961383109885e-13 -4.178952976876253e-07 -2.379112250873718e-07 2.2295843131939684e-06 2.8237558968550077e-14 -4.4558961383109885e-13 -6.970065495748145e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 8.99279273647043e-07 -1.3560964216551034e-06 -1.0654869436880042e-06 -1.222921616098398e-11 1.7439150122252353e-13 -4.031906851213543e-12 -1.3560966554949398e-06 -2.778126665751512e-07 6.990845752255206e-07 1.7439150122252353e-13 -1.0284589944578736e-11 3.587140235489253e-13 -1.0654880032641451e-06 6.990851504385315e-07 -6.214666082062219e-07 -4.031906851213543e-12 3.587140235489253e-13 -1.8562492043468864e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1450530715965551e-06 1.5355275613174402e-07 -2.3087994427182565e-07 -1.327878804617079e-11 -3.3503379152063577e-12 -2.4079223006737756e-12 1.5355254262939064e-07 -9.912039012162599e-08 -1.6058455478168698e-06 -3.3503379152063577e-12 -1.8009956391962747e-11 -4.6478241014519676e-12 -2.308794418711411e-07 -1.6058442812088082e-06 1.244173460999963e-06 -2.4079223006737756e-12 -4.6478241014519676e-12 -1.4883500093656257e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.322163181347802e-06 3.3949156900470355e-08 -1.9963043441247152e-07 -9.268288171107255e-12 1.0391877231336992e-13 -5.075785803308398e-13 3.3948935359055676e-08 -1.1650590290081449e-06 -1.943265530416272e-09 1.0391877231336992e-13 -9.609659085788842e-12 1.8097450288921501e-12 -1.9962935180961328e-07 -1.9432676156351625e-09 -1.1571041540189457e-06 -5.075785803308398e-13 1.8097450288921501e-12 -1.8078621174881962e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.093953621364505e-06 2.538040598350726e-09 -4.305409713244425e-07 -6.873415703350594e-12 3.4803669005557597e-13 3.5054139032374055e-16 2.537937614301089e-09 -1.1484490878506578e-06 -2.0007655688452864e-08 3.4803669005557597e-13 -1.3693681787999132e-11 -6.887190902716224e-15 -4.305409304096066e-07 -2.000846159131425e-08 2.2424027104812394e-06 3.5054139032374055e-16 -6.887190902716224e-15 -6.855708412790769e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 7.505928669083225e-07 -1.28801072788515e-06 -1.1771290124858318e-06 -1.2770062485445905e-11 3.65357301580065e-13 -4.3693089417738216e-12 -1.288010959296484e-06 -3.0245426917075256e-07 7.904886564515895e-07 3.65357301580065e-13 -1.0394023849309536e-11 6.566811912729399e-13 -1.1771300814421265e-06 7.904892329447186e-07 -4.481385989752884e-07 -4.3693089417738216e-12 6.566811912729399e-13 -1.8192364929976507e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1311434534083409e-06 2.1497291768670038e-07 -2.8408216745253647e-07 -1.33058231119674e-11 -3.1667574344915226e-12 -2.6322569231060716e-12 2.1497269778897454e-07 9.572388969605736e-08 -1.6696153129008913e-06 -3.1667574344915226e-12 -1.7424519777246764e-11 -4.851650880116503e-12 -2.8408166143853826e-07 -1.6696140426366488e-06 1.0354195630364391e-06 -2.6322569231060716e-12 -4.851650880116503e-12 -1.5620468923331763e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.334501742488096e-06 3.3701742668914755e-09 2.5370194037237217e-08 -9.345160041280014e-12 -1.5908361277649277e-14 7.765665520840879e-14 3.369949971545653e-09 -1.1657697014786719e-06 2.442560018332956e-11 -1.5908361277649277e-14 -9.720813683133158e-12 1.837035772521858e-12 2.5371289059133116e-08 2.4428272961375533e-11 -1.1687320428066552e-06 7.765665520840879e-14 1.837035772521858e-12 -1.8311976476482676e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0910729028747197e-06 -2.574697496157396e-08 -4.3971825722586366e-07 -6.797826160174085e-12 2.5953270667279714e-13 -1.6249783281803445e-14 -2.5747077129182656e-08 -1.1367048718026862e-06 1.9786636538084778e-07 2.5953270667279714e-13 -1.3539254981509855e-11 4.2271696359744295e-13 -4.3971822015494363e-07 1.978655673741555e-07 2.2277777756568546e-06 -1.6249783281803445e-14 4.2271696359744295e-13 -6.814316416012165e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 5.919968046039207e-07 -1.2107739309578579e-06 -1.2668580885026555e-06 -1.3350066592999025e-11 5.892787151481937e-13 -4.6483241665187565e-12 -1.210774159619755e-06 -3.3390393528339835e-07 8.719120577174968e-07 5.892787151481937e-13 -1.0533269015631274e-11 9.332398864887952e-13 -1.2668591672360136e-06 8.719126362892532e-07 -2.580928706528819e-07 -4.6483241665187565e-12 9.332398864887952e-13 -1.777650461101078e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1139558888961083e-06 2.821333994895117e-07 -3.2889798298547336e-07 -1.3315762498130259e-11 -2.957629632564095e-12 -2.8312598218249085e-12 2.821331729826578e-07 2.9579168802956723e-07 -1.7067963695771703e-06 -2.957629632564095e-12 -1.681910065057597e-11 -4.96738486558089e-12 -3.2889747415390476e-07 -1.7067950956968237e-06 8.181642002290105e-07 -2.8312598218249085e-12 -4.96738486558089e-12 -1.6385147459417722e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.3171930337030886e-06 -2.7234408346475795e-08 2.50133820274348e-07 -9.507120811778666e-12 -1.3844725624135036e-13 6.754239116197534e-13 -2.7234634942443597e-08 -1.165898541706092e-06 -1.9557012629002412e-09 -1.3844725624135036e-13 -9.835852498332667e-12 1.8502930081402916e-12 2.501349285865171e-07 -1.955693727893108e-09 -1.1512944939080953e-06 6.754239116197534e-13 1.8502930081402916e-12 -1.8483356900803854e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0887397148929164e-06 -5.500687338558564e-08 -4.4528439630252214e-07 -6.741898858145065e-12 1.716165115288992e-13 -2.1738847131906618e-14 -5.500697543187577e-08 -1.0972252044828274e-06 4.122620785850172e-07 1.716165115288992e-13 -1.3364135433716046e-11 8.394087807954211e-13 -4.4528436286496646e-07 4.122612864556724e-07 2.1859649200713144e-06 -2.1738847131906618e-14 8.394087807954211e-13 -6.843783175109101e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 4.261939193033614e-07 -1.1257111355239235e-06 -1.333194481028071e-06 -1.3961690479463565e-11 8.434158547170979e-13 -4.8634882496427344e-12 -1.1257113611633106e-06 -3.716179185137976e-07 9.41995286226411e-07 8.434158547170979e-13 -1.0701346008967099e-11 1.1836154493034743e-12 -1.3331955698464742e-06 9.419958676900316e-07 -5.457600220681111e-08 -4.8634882496427344e-12 1.1836154493034743e-12 -1.732130718744181e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.093770045702169e-06 3.5392703798295213e-07 -3.645448629940137e-07 -1.3309380104669867e-11 -2.7266175153282833e-12 -3.001391928176272e-12 3.5392680474788323e-07 4.977411453712137e-07 -1.7166697754154747e-06 -2.7266175153282833e-12 -1.620558169009333e-11 -4.992458184178484e-12 -3.645443521559581e-07 -1.716668497913817e-06 5.960288997271997e-07 -3.001391928176272e-12 -4.992458184178484e-12 -1.7165750334432737e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.270501645849064e-06 -5.734188402544515e-08 4.708191314946734e-07 -9.755976513246124e-12 -2.618833438898022e-13 1.2768247482215105e-12 -5.7342112445420555e-08 -1.165447252503013e-06 -7.85525301632778e-09 -2.618833438898022e-13 -9.954382818285632e-12 1.8490333302097917e-12 4.7082025393629915e-07 -7.855240586984555e-09 -1.105054395365604e-06 1.2768247482215105e-12 1.8490333302097917e-12 -1.8590186835695427e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0869882611802584e-06 -8.477878786920712e-08 -4.471514778145441e-07 -6.705507031953783e-12 8.508554435642502e-14 -1.6312733871369223e-14 -8.477889047191028e-08 -1.0306433439745405e-06 6.197850637983659e-07 8.508554435642502e-14 -1.316999749906952e-11 1.2395969113846105e-12 -4.4715144777256164e-07 6.19784275543018e-07 2.1176316055677696e-06 -1.6312733871369223e-14 1.2395969113846105e-12 -6.942044792985077e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.55999178595844e-07 -1.0342755859976871e-06 -1.3750630210385823e-06 -1.459672238781198e-11 1.1244922114953605e-12 -5.010107153033417e-12 -1.0342758083958466e-06 -4.1494800497869623e-07 9.995775925123164e-07 1.1244922114953605e-12 -1.0896858163079973e-11 1.4032581956291144e-12 -1.3750641201577246e-06 9.99578177686485e-07 1.5894882489140678e-07 -5.010107153033417e-12 1.4032581956291144e-12 -1.6834036402079802e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0709178989978604e-06 4.291612199139322e-07 -3.903893346746644e-07 -1.3287726572971968e-11 -2.4777782648930826e-12 -3.139624534154707e-12 4.291609799289289e-07 6.981759747954562e-07 -1.6989714523064207e-06 -2.4777782648930826e-12 -1.559598572917479e-11 -4.9259209918608435e-12 -3.9038882264270764e-07 -1.6989701711346607e-06 3.7274192362756023e-07 -3.139624534154707e-12 -4.9259209918608435e-12 -1.7950167432873944e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.1952045757396977e-06 -8.643752353427298e-08 6.836509037010053e-07 -1.0092385246548193e-11 -3.843112616749652e-13 1.8725259176448748e-12 -8.643775328492472e-08 -1.1644276547949052e-06 -1.757757355435792e-08 -3.843112616749652e-13 -1.0075971843599553e-11 1.832966313742646e-12 6.836520410688508e-07 -1.7577556274244775e-08 -1.03077692306597e-06 1.8725259176448748e-12 1.832966313742646e-12 -1.863076158651596e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0858449443706458e-06 -1.1459189170896644e-07 -4.452877403446538e-07 -6.688607295044357e-12 7.075004657590849e-16 -1.8278134739973555e-16 -1.1459199552967159e-07 -9.380033258430329e-07 8.171433015406584e-07 7.075004657590849e-16 -1.2958723575426021e-11 1.6198721727248434e-12 -4.4528771343407373e-07 8.171425151607674e-07 2.023848270343837e-06 -1.8278134739973555e-16 1.6198721727248434e-12 -7.1070979903784245e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 8.4290147273041e-08 -9.380224897883131e-07 -1.3918081908601978e-06 -1.5246353989403055e-11 1.428707938846133e-12 -5.084378529118457e-12 -9.38022708786958e-07 -4.631535975264118e-07 1.0437153145834214e-06 1.428707938846133e-12 -1.111798377651895e-11 1.5879265477700014e-12 -1.3918093004011796e-06 1.0437159042822536e-06 3.788634486992761e-07 -5.084378529118457e-12 1.5879265477700014e-12 -1.632277093345674e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0457787703033488e-06 5.065770071354282e-07 -4.059596775516962e-07 -1.3252103440542463e-11 -2.21548496311265e-12 -3.24349039410876e-12 5.065767604771166e-07 8.937024189837721e-07 -1.6539026249596375e-06 -2.21548496311265e-12 -1.5002248497862487e-11 -4.768446122528275e-12 -4.0595916512630156e-07 -1.6539013400283419e-06 1.5207635076861315e-07 -3.24349039410876e-12 -4.768446122528275e-12 -1.8726182710526015e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.0925776614660954e-06 -1.1402388166106085e-07 8.849883232089529e-07 -1.0515756838624531e-11 -5.037541995572808e-13 2.4528554968929375e-12 -1.1402411223959338e-07 -1.1628614673528902e-06 -3.095942192839904e-08 -5.037541995572808e-13 -1.020014669790846e-11 1.8020128660460988e-12 8.849894762464483e-07 -3.0959399919503185e-08 -9.297161963277083e-07 2.4528554968929375e-12 1.8020128660460988e-12 -1.860433261874765e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0853279864809494e-06 -1.4397394282168789e-07 -4.397181832535013e-07 -6.6912418775467214e-12 -8.077221985830719e-14 2.6427968453056112e-14 -1.4397404850715243e-07 -8.207465429460892e-07 1.0011934567124665e-06 -8.077221985830719e-14 -1.2732398030627891e-11 1.9769670849637852e-12 -4.3971815918428204e-07 1.0011926702035305e-06 1.9060745292726683e-06 2.6427968453056112e-14 1.9769670849637852e-12 -7.337008570715222e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -8.604279330879803e-08 -8.385814908591615e-07 -1.3832015526726418e-06 -1.590127852217396e-11 1.7517648124901253e-12 -5.08351217637948e-12 -8.385817063659155e-07 -5.154152239910059e-07 1.0736960520926553e-06 1.7517648124901253e-12 -1.1362474798261613e-11 1.7337753588242287e-12 -1.383202672660852e-06 1.0736966471150108e-06 6.014580156953605e-07 -5.08351217637948e-12 1.7337753588242287e-12 -1.57963283126468e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0187734121995912e-06 5.848699009854118e-07 -4.109561123564362e-07 -1.3204033062198569e-11 -1.944344546964102e-12 -3.311122670045235e-12 5.848696478280489e-07 1.0809875973050252e-06 -1.5821323817281662e-06 -1.944344546964102e-12 -1.4435999257334573e-11 -4.5223028637769345e-12 -4.109556003127909e-07 -1.582131092911371e-06 -6.221418563755586e-08 -3.311122670045235e-12 -4.5223028637769345e-12 -1.9481688474071848e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.9643723930579687e-06 -1.3962976360622185e-07 1.0713906684192824e-06 -1.102415785451049e-11 -6.181873955666502e-13 3.00791929692177e-12 -1.3962999450827098e-07 -1.1607798977037175e-06 -4.7773935291423225e-08 -6.181873955666502e-13 -1.0326395203908666e-11 1.756322936757495e-12 1.071391837805177e-06 -4.777390875593729e-08 -8.035924976522673e-07 3.00791929692177e-12 1.756322936757495e-12 -1.8511190213888858e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0854471398648107e-06 -1.7245790885471075e-07 -4.305245153668238e-07 -6.71354031357935e-12 -1.5862279249132505e-13 6.328645281230734e-14 -1.7245801703815402e-07 -6.806935079486373e-07 1.1689858520722183e-06 -1.5862279249132505e-13 -1.2493310378234849e-11 2.3077165564515918e-12 -4.305244938232246e-07 1.1689850634128965e-06 1.7661406473713118e-06 6.328645281230734e-14 2.3077165564515918e-12 -7.629910377296062e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -2.5214552313818575e-07 -7.376283585124829e-07 -1.3494416024218668e-06 -1.655181090892144e-11 2.0889045112789844e-12 -5.005844936530441e-12 -7.376285705055702e-07 -5.708491653220793e-07 1.0890485477412814e-06 2.0889045112789844e-12 -1.1627663476292005e-11 1.8374473742007825e-12 -1.3494427327871625e-06 1.0890491488595117e-06 8.229946868184026e-07 -5.005844936530441e-12 1.8374473742007825e-12 -1.5264163135810617e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -9.90357207212804e-07 6.627119261845329e-07 -4.052581675835694e-07 -1.3145225222470511e-11 -1.6691139727043797e-12 -3.341281767423502e-12 6.627116667976567e-07 1.2568181901590373e-06 -1.4847919359247042e-06 -1.6691139727043797e-12 -1.3908353316650552e-11 -4.191302584440734e-12 -4.0525765665913514e-07 -1.4847906430651118e-06 -2.664609834644063e-07 -3.341281767423502e-12 -4.191302584440734e-12 -2.0204890984958627e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.812783643485811e-06 -1.6281865965036368e-07 1.2396789480201357e-06 -1.1614226794500384e-11 -7.25566136261033e-13 3.527739213920447e-12 -1.62818890378483e-07 -1.1582230536775875e-06 -6.773480656466732e-08 -7.25566136261033e-13 -1.0454167470894127e-11 1.696291728559473e-12 1.2396801343568547e-06 -6.773477578563502e-08 -6.545605921784034e-07 3.527739213920447e-12 1.696291728559473e-12 -1.8352739541585602e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0862034932268786e-06 -1.9958862420066887e-07 -4.1784441961043995e-07 -6.755720550521267e-12 -2.321201984614313e-13 1.1014937592798209e-13 -1.995887355029687e-07 -5.200207860661452e-07 1.3178077399898826e-06 -2.321201984614313e-13 -1.2243967557082285e-11 2.6090207966752907e-12 -4.17844400250877e-07 1.3178069471310316e-06 1.6062242785583556e-06 1.1014937592798209e-13 2.6090207966752907e-12 -7.983994874554429e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -4.1124768848191856e-07 -6.368564377254042e-07 -1.29114633317218e-06 -1.7188029876674335e-11 2.4349614576375363e-12 -4.850944835286401e-12 -6.368566462573503e-07 -6.285228942596043e-07 1.0895482547817773e-06 2.4349614576375363e-12 -1.1910478320804473e-11 1.8961651649901243e-12 -1.291147473750467e-06 1.0895488627300474e-06 1.0397705810756651e-06 -4.850944835286401e-12 1.8961651649901243e-12 -1.4736238234052323e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -9.610125761479744e-07 7.387746564156961e-07 -3.8892895196655537e-07 -1.3077541348843381e-11 -1.3946163414020196e-12 -3.3333704555377797e-12 7.387743911602284e-07 1.4181583139238969e-06 -1.363460331057035e-06 -1.3946163414020196e-12 -1.342971953707868e-11 -3.780719366814897e-12 -3.8892844284952586e-07 -1.3634590339721883e-06 -4.5714573828473646e-07 -3.3333704555377797e-12 -3.780719366814897e-12 -2.088450411185085e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.640409089490931e-06 -1.831964722050919e-07 1.3869922115470192e-06 -1.228110513048266e-11 -8.238584295741794e-13 4.00241425560864e-12 -1.8319670227774155e-07 -1.1552391893957435e-06 -9.050157663898852e-08 -8.238584295741794e-13 -1.0582878314110465e-11 1.6225733896542172e-12 1.3869934153488935e-06 -9.050154197963228e-08 -4.851699025246581e-07 4.00241425560864e-12 1.6225733896542172e-12 -1.8131565387080717e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0875893777898532e-06 -2.249294228682082e-07 -4.0187011087767777e-07 -6.818089417502005e-12 -3.0053963094422927e-13 1.6676106259470385e-13 -2.2492953789892272e-07 -3.412330957498165e-07 1.44522442762708e-06 -3.0053963094422927e-13 -1.1987115136706452e-11 2.8778115995914717e-12 -4.0187009333429696e-07 1.4452236284807226e-06 1.4288224725061674e-06 1.6676106259470385e-13 2.8778115995914717e-12 -8.39749142117689e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -5.607078572967154e-07 -5.379483744211661e-07 -1.2093389254429e-06 -1.77999409384304e-11 2.7844309104642106e-12 -4.619698860210191e-12 -5.379485796213024e-07 -6.874710197743532e-07 1.075218661778172e-06 2.7844309104642106e-12 -1.2207470506952892e-11 1.907820332777973e-12 -1.2093400759791718e-06 1.0752192772405443e-06 1.248178875394972e-06 -4.619698860210191e-12 1.907820332777973e-12 -1.4222868688933935e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -9.312407178482813e-07 8.11752752576208e-07 -3.6221611750757615e-07 -1.3002957181783752e-11 -1.1256584658161125e-12 -3.2874379269901675e-12 8.117524818991123e-07 1.5622053752618723e-06 -1.2201415261524605e-06 -1.1256584658161125e-12 -1.3009625061454279e-11 -3.297188976023418e-12 -3.6221561082641503e-07 -1.2201402246417801e-06 -6.309646579171896e-07 -3.2874379269901675e-12 -3.297188976023418e-12 -2.1509928631300627e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.4502012872106361e-06 -2.0041838045556904e-07 1.510837406089624e-06 -1.3018390459825468e-11 -9.11082274922678e-13 4.422303783395818e-12 -2.0041860941647697e-07 -1.1518838033322033e-06 -1.1568591460662634e-07 -9.11082274922678e-13 -1.0711910499366149e-11 1.536091042852285e-12 1.5108386277712005e-06 -1.1568587650818243e-07 -2.9831748635282673e-07 4.422303783395818e-12 1.536091042852285e-12 -1.7851480174471762e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.089588378982824e-06 -2.4806868207466946e-07 -3.8284616528826636e-07 -6.9010423536599244e-12 -3.631483330928644e-13 2.3284933415803183e-13 -2.480688014328053e-07 -1.4713060561228498e-07 1.549117751967538e-06 -3.631483330928644e-13 -1.172576720582258e-11 3.111023247962409e-12 -3.8284614916627635e-07 1.5491169443957886e-06 1.2367189832549403e-06 2.3284933415803183e-13 3.111023247962409e-12 -8.868638266378769e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -6.980556545367189e-07 -4.4254858476994744e-07 -1.105427088422817e-06 -1.837765783606862e-11 3.131552332444451e-12 -4.314378647610472e-12 -4.4254878684553327e-07 -7.467114454965071e-07 1.0463285256908586e-06 3.131552332444451e-12 -1.251485151092946e-11 1.8710563692668054e-12 -1.1054282485756942e-06 1.0463291492893594e-06 1.4447670983608096e-06 -4.314378647610472e-12 1.8710563692668054e-12 -1.3734539997515622e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -9.01552827432638e-07 8.803875433205337e-07 -3.2554936709906355e-07 -1.2923524673110744e-11 -8.669510648741812e-13 -3.20417361722149e-12 8.803872677481529e-07 1.6864426645210983e-06 -1.0572330111985384e-06 -8.669510648741812e-13 -1.2656558714897504e-11 -2.748589452282472e-12 -3.255488634132624e-07 -1.05723170505109e-06 -7.84889837590406e-07 -3.20417361722149e-12 -2.748589452282472e-12 -2.2071415596158684e-11
