x_chief,y_chief,z_chief,x_deputy1,y_deputy1,z_deputy1,x_deputy2,y_deputy2,z_deputy2,x_deputy3,y_deputy3,z_deputy3
4.472910386945157370e+03,6.893241437424657079e+02,-5.202314247718449224e+03,4.470896902230413616e+03,6.900743522752276249e+02,-5.205533942114792808e+03,4.474179655735842061e+03,6.872000826235085924e+02,-5.196565738712024540e+03,4.461860583072387271e+03,6.928945153667085606e+02,-5.206745301495346212e+03
4.809993121615741984e+03,6.496141677864793564e+02,-4.897745190057597938e+03,4.808044162819365738e+03,6.503667439062286348e+02,-4.901127287566773703e+03,4.811356642971926703e+03,6.475407366995747225e+02,-4.891778266240929042e+03,4.799753095773812674e+03,6.530833436431980772e+02,-4.902713402932296049e+03
5.126074912120559929e+03,6.070679356313820563e+02,-4.571732742795544254e+03,5.124209214963098020e+03,6.078209790944664519e+02,-4.575272925575627596e+03,5.127494877966973036e+03,6.050498935076321914e+02,-4.565540940890471575e+03,5.116659764188528243e+03,6.104167352834940630e+02,-4.577185938903764509e+03
5.419765609703978953e+03,5.618700100986555981e+02,-4.225695247030073006e+03,5.418001388264543493e+03,5.626214276190813735e+02,-4.229387052958747518e+03,5.421204322324826535e+03,5.599124488670453275e+02,-4.219277465487173686e+03,5.411186789631517968e+03,5.650802603654123004e+02,-4.231582829679403403e+03
5.689771941484618765e+03,5.142167378678493606e+02,-3.861140294700072900e+03,5.688126636901841266e+03,5.149642584704376986e+02,-3.864975193691917866e+03,5.691192522946676945e+03,5.123250461275465568e+02,-3.854500689531348598e+03,5.682037728070374214e+03,5.172713543991184224e+02,-3.867413473895921925e+03
5.934903501744116511e+03,4.643154143813479209e+02,-3.479658293720398433e+03,5.933393542816928857e+03,4.650566082867886166e+02,-3.483625794016221789e+03,5.936270579809422998e+03,4.624952307756105370e+02,-3.472806082823093675e+03,5.928019494379746902e+03,4.671984691620262424e+02,-3.486270234124106992e+03
6.154078318351089365e+03,4.123833924197167562e+02,-3.082915605477829558e+03,6.152718897800504237e+03,4.131156932123683987e+02,-3.087003388174508018e+03,6.155358676861219465e+03,4.106405493186975946e+02,-3.075864785345595919e+03,6.148047929825952451e+03,4.150801669095085344e+02,-3.089821494511024866e+03
6.346327956947963685e+03,3.586471377287516020e+02,-2.672647280953137397e+03,6.345132826856818610e+03,3.593678674955036740e+02,-2.676841360553452432e+03,6.347491139243599719e+03,3.569875960304896125e+02,-2.665416261267665959e+03,6.341152895456865735e+03,3.611441615755506973e+02,-2.679804318426750342e+03
6.510802127029007352e+03,3.033412356460218575e+02,-2.250649426048989426e+03,6.509783416662519812e+03,3.040476327163513588e+02,-2.254934334353822123e+03,6.511820981778618261e+03,3.017710116960695359e+02,-2.243260589165459351e+03,6.506482855812363596e+03,3.056263111461566950e+02,-2.258016738354049721e+03
6.646772756207170460e+03,2.467073532320713696e+02,-1.818771230940596752e+03,6.645940815037156426e+03,2.473966020970394766e+02,-1.823130221191708188e+03,6.647623916047920829e+03,2.452324390379151851e+02,-1.811250424688427756e+03,6.643308919781074110e+03,2.487695659429498960e+02,-1.826309714455053609e+03
6.753637501797397817e+03,1.889931619439267934e+02,-1.378906702306878287e+03,6.753000770113129875e+03,1.896624248866446294e+02,-1.383321970127825580e+03,6.754301786424297461e+03,1.876194400161383271e+02,-1.371282675788735105e+03,6.751028308495997408e+03,1.908228780791863812e+02,-1.386578802211171023e+03
6.830922672304328444e+03,1.304512263808666717e+02,-9.329861410280996097e+02,6.830487581301363207e+03,1.310976763141631238e+02,-9.374390584133064976e+02,6.831385409058110781e+03,1.291843806646153325e+02,-9.252899341826105228e+02,6.829167223847556670e+03,1.320400778299793103e+02,-9.407555731453162480e+02
6.878285535440356398e+03,7.133786507009293132e+01,-4.829674112419048697e+02,6.878056438145035827e+03,7.195871904981524381e+01,-4.874387696177954581e+02,6.878536792012820115e+03,7.018328953458812691e+01,-4.752317098103915782e+02,6.877383095438831333e+03,7.267872307861867398e+01,-4.907988357908731700e+02
6.895515993843238903e+03,1.191198963000335809e+01,-3.082704943479760473e+01,6.895495127666365079e+03,1.250454249542191931e+01,-3.529730766887316662e+01,6.895550719407609904e+03,1.087469615657574451e+01,-2.308551761548023151e+01,6.895466188535090623e+03,1.299892834876178682e+01,-3.868570667403552221e+01
6.882537614620414388e+03,-4.756607105994191187e+01,4.214487355736370660e+02,6.882725095751347908e+03,-4.700441347318662366e+01,4.169992024052340298e+02,6.882355687466311792e+03,-4.848154381031712035e+01,4.291621321071621651e+02,6.883340560672183528e+03,-4.673781980267293790e+01,4.135974169546726102e+02
6.839408004114948199e+03,-1.068357548500559346e+02,8.718731193874830296e+02,6.839801853380514331e+03,-1.063074434738437333e+02,8.674637746435986401e+02,6.839014185682287462e+03,-1.076254299033309962e+02,8.795247872947549013e+02,6.841064359975993284e+03,-1.062698540830268570e+02,8.640639296288354672e+02
6.766318524749643984e+03,-1.656374515293225329e+02,1.318467722374375853e+03,6.766914723984402372e+03,-1.651447633367861556e+02,1.314117629968415486e+03,6.765722321771063434e+03,-1.662979977417887483e+02,1.326025098608668031e+03,6.768829463788295470e+03,-1.653365174253181351e+02,1.310736081862731453e+03
6.663593356338597005e+03,-2.237136822968842580e+02,1.759271620380867034e+03,6.664385933757803286e+03,-2.232586915917591170e+02,1.754999218253320123e+03,6.662808794573248633e+03,-2.242424925817026917e+02,1.766703802023560002e+03,6.666960461767749621e+03,-2.236793466082584132e+02,1.751653982694836031e+03
6.531687909733981542e+03,-2.808102666252642621e+02,2.192350253309098207e+03,6.532669052280924006e+03,-2.803948188151899217e+02,2.188173141864171157e+03,6.530733224465571766e+03,-2.812055287647620503e+02,2.199628587648501252e+03,6.535912993111987817e+03,-2.810432416490514811e+02,2.184884488193454217e+03
6.371186605976866304e+03,-3.366774698238771180e+02,2.615804180456072118e+03,6.372346796144051041e+03,-3.363031580992600880e+02,2.611738929236455078e+03,6.370083856016899517e+03,-3.369382284970519095e+02,2.622902804565453152e+03,6.376271452804952787e+03,-3.371776142972704520e+02,2.608529925213403658e+03
6.182800039127176206e+03,-3.910711248800354838e+02,3.027777633610906832e+03,6.184128213336492990e+03,-3.907392701652502751e+02,3.023839609085036955e+03,6.181574652475847870e+03,-3.911973336887274968e+02,3.034673953776135022e+03,6.188746086717393155e+03,-3.918375092603635039e+02,3.020736602033336112e+03
5.967361545552933421e+03,-4.437537225043120657e+02,3.426466821614401397e+03,5.968845270832135611e+03,-4.434653569864555607e+02,3.422670038498741633e+03,5.966041806095212451e+03,-4.437462849588460472e+02,3.433141924239955188e+03,5.974169499874236863e+03,-4.447846921726048777e+02,3.419703060440662284e+03
5.725823206570047660e+03,-4.944954637271330284e+02,3.810127943327212961e+03,5.727448871988121937e+03,-4.942513182007834871e+02,3.806484941373484162e+03,5.724439692199431192e+03,-4.943562623484854157e+02,3.816566930377319295e+03,5.733492606162179982e+03,-4.957886987681704341e+02,3.803688027277734818e+03
5.459251314865928180e+03,-5.430752698712443589e+02,4.177084869630990397e+03,5.461004333992760621e+03,-5.428757650673381931e+02,4.173606617287291556e+03,5.457836298215773240e+03,-5.428071827771684639e+02,4.183277113204494526e+03,5.467780051114150410e+03,-5.446278402222035311e+02,4.171018027317531050e+03
5.168821338057892717e+03,-5.892817452460571985e+02,4.525736459092750010e+03,5.170686358596077298e+03,-5.891269872407378898e+02,4.522432284910527414e+03,5.167408161569476761e+03,-5.888886498081513992e+02,4.531675771348445778e+03,5.178205142124917984e+03,-5.910901601665921135e+02,4.520094623487914760e+03
4.855812414997021733e+03,-6.329140884597078411e+02,4.854563476140791863e+03,4.857773531695756901e+03,-6.328038681864612727e+02,4.851441028259169798e+03,4.854434852360702280e+03,-6.324008518421771896e+02,4.860248192446841131e+03,4.866044322496582026e+03,-6.349743394542334727e+02,4.849401254792938744e+03
4.521601422018952690e+03,-6.737829488073963375e+02,5.162135084911906233e+03,4.523642389019634720e+03,-6.737167456245193762e+02,5.159200318418766074e+03,4.520293038092393545e+03,-6.731554054214417420e+02,5.167568059752037698e+03,4.532671227079234086e+03,-6.760905453210652922e+02,5.157509646668024288e+03
4.167656647277043703e+03,-7.117112247547756851e+02,5.447114896217062778e+03,4.169761086153389442e+03,-7.116882139516726511e+02,5.444372087673444184e+03,4.166450168420818954e+03,-7.109761408806710961e+02,5.452303413013109093e+03,4.179550357978738248e+03,-7.142612221636720733e+02,5.443085772836275282e+03
3.795531111604272155e+03,-7.465348020781598279e+02,5.708266549224468690e+03,3.797682711541163826e+03,-7.465538661393986786e+02,5.705718337155196423e+03,3.794457817993448771e+03,-7.456998281160992974e+02,5.713222146798332687e+03,3.808230418889501379e+03,-7.493218216972595656e+02,5.704895351895483145e+03
3.406855574092580355e+03,-7.781032297356846357e+02,5.944458813373171324e+03,3.409038280890501483e+03,-7.781629731222602686e+02,5.942106263080467215e+03,3.405944724980618503e+03,-7.771768407428706951e+02,5.949197033244035083e+03,3.420337346134642758e+03,-7.811214707710684024e+02,5.941808865760111985e+03
3.003331259824470635e+03,-8.062803320136263210e+02,6.154670199618888546e+03,3.005529450712803737e+03,-8.063790991673697590e+02,6.152512890274019810e+03,3.002609561973339623e+03,-8.052717573658959509e+02,6.159210259690376915e+03,3.017567073535124109e+03,-8.095235755845552603e+02,6.152806090624614626e+03
2.586722346028762786e+03,-8.309447559103946332e+02,6.337993073305216967e+03,2.588920987613113994e+03,-8.310806521406036609e+02,6.336029204921319433e+03,2.586213474599047458e+03,-8.298638990895800589e+02,6.342357474723567066e+03,2.601678066873481839e+03,-8.344063614588409337e+02,6.336980134235821424e+03
2.158848241458910707e+03,-8.519904530803125908e+02,6.493637263695608453e+03,2.161033028506576102e+03,-8.521613679519634843e+02,6.491863781286634548e+03,2.158572421599355494e+03,-8.508478027317752321e+02,6.497851338739558742e+03,2.174483662067107161e+03,-8.556633476675056045e+02,6.493540975914404044e+03
1.721575692113535752e+03,-8.693270959559928315e+02,6.620933167463622340e+03,1.723733165288884720e+03,-8.695307287665990543e+02,6.619345899452237973e+03,1.721549348324569110e+03,-8.681336294831162377e+02,6.625024577249461800e+03,1.737844239327030209e+03,-8.732037571150493704e+02,6.621818507920998854e+03
1.276810744642921918e+03,-8.828804279005801163e+02,6.719334345211744221e+03,1.278928385732707284e+03,-8.831143148080502669e+02,6.717928152964252149e+03,1.277046223736238744e+03,-8.816475089637547171e+02,6.723332536756412082e+03,1.293659263659270891e+03,-8.869528608693108254e+02,6.721265078415632161e+03
8.264905970181666817e+02,-8.925925474109278639e+02,6.788419611385386816e+03,8.285569006279866926e+02,-8.928540897576218640e+02,6.787188546624523951e+03,8.269959691762891225e+02,-8.913318187773608088e+02,6.792355244163240059e+03,8.438592201727225302e+02,-8.968522577077808364e+02,6.791457537424983457e+03
3.725753643813489475e+02,-8.984221265042148161e+02,6.827894618802277364e+03,3.745798855315725291e+02,-8.987086198727066630e+02,6.826832085578348597e+03,3.733543054576603595e+02,-8.971453997517360222e+02,6.831798971356242873e+03,3.903974708894864989e+02,-9.028600889316659277e+02,6.832098787946867560e+03
-8.296021346517559891e+01,-9.003445634804337487e+02,6.837592939481271969e+03,-8.102683596919872855e+01,-9.006532270140668288e+02,6.836691857367236480e+03,-8.190845665534860132e+01,-8.990637070935470092e+02,6.841497306907389429e+03,-6.475794180100137964e+01,-9.049511887428177488e+02,6.843018844639305826e+03
-5.381350976590750861e+02,-8.983520702706376824e+02,6.817476643598080045e+03,-5.362811417676847441e+02,-8.986800757965688717e+02,6.816729608813219784e+03,-5.368156587048648589e+02,-8.970788976807173185e+02,6.821411736816075972e+03,-5.196325211692470702e+02,-9.031171704764547030e+02,6.824175402533291162e+03
-9.909702845518346521e+02,-8.924536945666204701e+02,6.767636378301504010e+03,-9.892029686796331589e+02,-8.927981950704132714e+02,6.767035819559057018e+03,-9.893925465115955831e+02,-8.911998536807831215e+02,6.771631735955615113e+03,-9.722535487004392962e+02,-8.973664489478613859e+02,6.775653917956991791e+03
-1.439497124724627156e+03,-8.826752768939286398e+02,6.688290947884657726e+03,-1.437822653472690945e+03,-8.830334339125842007e+02,6.687829273899170403e+03,-1.437674509300447198e+03,-8.814521426291497619e+02,6.692374371491784586e+03,-1.420658300759271924e+03,-8.877241991161035912e+02,6.697667203457064716e+03
-1.881765602911047381e+03,-8.690593427495587093e+02,6.579786396519187292e+03,-1.880189233258787453e+03,-8.694283522738700185e+02,6.579456132296935721e+03,-1.879715283478549964e+03,-8.678779140404818691e+02,6.583983419098806735e+03,-1.862902227081407545e+03,-8.742322512050949399e+02,6.590554538047520509e+03
-2.315852554702663838e+03,-8.516649298913863504e+02,6.442594594525337925e+03,-2.314378680761693886e+03,-8.520420463983472246e+02,6.442388503793528798e+03,-2.313595098224976937e+03,-8.505357325724094153e+02,6.446927992411059677e+03,-2.297067068542049583e+03,-8.569489223651012253e+02,6.454780293706809061e+03
-2.739869795263987726e+03,-8.305673508508566556e+02,6.277311329062184996e+03,-2.738502049353256552e+03,-8.309499091222311336e+02,6.277222520467143113e+03,-2.737428739336471153e+03,-8.295003477259267584e+02,6.281800685912375229e+03,-2.721268891009091476e+03,-8.359487849186057247e+02,6.290932078774831098e+03
-3.151972134317955351e+03,-8.058578907553541057e+02,6.084653900268309371e+03,-3.150713501821315731e+03,-8.062433251790523627e+02,6.084675915286569762e+03,-3.149373506726994492e+03,-8.048624000629789634e+02,6.089315231467506237e+03,-3.133666011110912677e+03,-8.113223712251026427e+02,6.099718398861817150e+03
-3.550365250443590867e+03,-7.776434406021022596e+02,5.865458224340077322e+03,-3.549218195652402756e+03,-7.780293016983274583e+02,5.865585105195902543e+03,-3.547637039662268307e+03,-7.767280639590391047e+02,5.870303669019864174e+03,-3.532466788497159087e+03,-7.831758152301474638e+02,5.881965836147987829e+03
-3.933313396331338026e+03,-7.460460662296668488e+02,5.620675445864278117e+03,-3.932279996260163898e+03,-7.464300341934095968e+02,5.620901782128807099e+03,-3.930484982300181855e+03,-7.452186269954339650e+02,5.625713032679512253e+03,-3.915937257719651825e+03,-7.516304308434067707e+02,5.638615748590196745e+03
-4.299146905157613219e+03,-7.112025133921190445e+02,5.351368062968587765e+03,-4.298228988154978651e+03,-7.115824084969551677e+02,5.351689015925186141e+03,-4.296248460492374761e+03,-7.104700062390227231e+02,5.356601554552211383e+03,-4.282408571296700757e+03,-7.168222274248306576e+02,5.370720491606508403e+03
-4.646269466765118523e+03,-6.732636495581324425e+02,5.058705570542460009e+03,-4.645468752627914910e+03,-6.736374393227680457e+02,5.059116874834513510e+03,-4.643331339177990230e+03,-6.726322018593989469e+02,5.064134390242158588e+03,-4.630284223942385324e+03,-6.789013628513735057e+02,5.079439166310403380e+03
-4.973165140969934328e+03,-6.323938433335271156e+02,4.743959628917295049e+03,-4.972483379213219450e+03,-6.327596464113897810e+02,4.744457571442783774e+03,-4.970217228168608926e+03,-6.318686887972693285e+02,4.749578872005761696e+03,-4.958047026442122842e+03,-6.380315348902324786e+02,4.766032900322134992e+03
-5.278405074160502409e+03,-5.887702827391378833e+02,4.408498767962406419e+03,-5.277844177097405009e+03,-5.891263695516554435e+02,4.409080144437093622e+03,-5.275476202784772795e+03,-5.883557475206052914e+02,4.414299298029053716e+03,-5.264265796336629137e+03,-5.943893119170878663e+02,4.431859669584579933e+03
-5.560653884502721667e+03,-5.425822339617955095e+02,4.053782639516527979e+03,-5.560216051854400575e+03,-5.429270241568677875e+02,4.054444689586762252e+03,-5.557771204756899351e+03,-5.422817352834726989e+02,4.059751269214661079e+03,-5.547601731534237842e+03,-5.481634043854079437e+02,4.078368672424128363e+03
-5.818675680606570495e+03,-4.940302426276767278e+02,3.681355834378669897e+03,-5.818363512491063375e+03,-4.943622995051429143e+02,3.682096156617307770e+03,-5.815864088136407190e+03,-4.938462997295534933e+02,3.687475588144433914e+03,-5.806814432295144798e+03,-4.995538788691961258e+02,3.707094270274496466e+03
-6.051339678517911125e+03,-4.433252801150516120e+02,3.292841283656099677e+03,-6.051156273859387511e+03,-4.436433022195319609e+02,3.293657732211682742e+03,-6.048621274755395461e+03,-4.432595371494618348e+02,3.299091738462555440e+03,-6.040767536798278343e+03,-4.487713169580432009e+02,3.319649512957031220e+03
-6.257625382434299354e+03,-3.906878379164786566e+02,2.889933268025692541e+03,-6.257574420089361411e+03,-3.909906480536087088e+02,2.890823833106619986e+03,-6.255018984089319019e+03,-3.907410981972889772e+02,2.896290966718402160e+03,-6.248433935776189173e+03,-3.960359217695395273e+02,2.917719270104790212e+03
-6.436627295648089785e+03,-3.363469735662575317e+02,2.474390062312295868e+03,-6.436713095860513022e+03,-3.366335055498081488e+02,2.475352737064727989e+03,-6.434148003264628642e+03,-3.365192443851108806e+02,2.480828992624365583e+03,-6.428900532533219121e+03,-3.415765753480079638e+02,2.503052994137970472e+03
-6.587559129917266546e+03,-2.805393121539759704e+02,2.048026246621003338e+03,-6.587786694082306894e+03,-2.808085956374530952e+02,2.049058883292543669e+03,-6.585217964440902506e+03,-2.808298591910948971e+02,2.054518377618796876e+03,-6.581372516076725333e+03,-2.856298507270624896e+02,2.077457144045504265e+03
-6.709757483757097361e+03,-2.235080079353499229e+02,1.612704718973231365e+03,-6.710132510895098676e+03,-2.237591517212525787e+02,1.613804877535392961e+03,-6.707561098893591407e+03,-2.239154181233813290e+02,1.619220585471465711e+03,-6.705177117100383839e+03,-2.284389829329760175e+02,1.642787302997711777e+03
-6.802684963016656184e+03,-1.655016710133677691e+02,1.170328447883578519e+03,-6.803213841815393607e+03,-1.657338452653173135e+02,1.171493240507016480e+03,-6.800635439817561746e+03,-1.660239225640075915e+02,1.176837772321076500e+03,-6.799766819152732751e+03,-1.702528036824262756e+02,1.200940026403090542e+03
-6.865932720516222616e+03,-1.067732644826787265e+02,7.228320064746015987e+02,-6.866622496293000040e+03,-1.069856822892379995e+02,7.240579414055544021e+02,-6.864027449131563117e+03,-1.074078026611176568e+02,7.293043468873894426e+02,-6.864722000473708249e+03,-1.113246449684154697e+02,7.538444603267460025e+02
-6.899222395418566521e+03,-4.757897779592170195e+01,2.721729324668048662e+02,-6.900080711866330603e+03,-4.777087654940736883e+01,2.734557609362770449e+02,-6.897454047338583223e+03,-4.832279493076105581e+01,2.785783445573778749e+02,-6.899752985638864629e+03,-5.191121711939461392e+01,3.034537731134419118e+02
-6.902407437316730466e+03,1.182291758854796448e+01,-1.796770393800942145e+02,-6.903442453422005201e+03,1.165229453005830251e+01,-1.783424695744080850e+02,-6.900764029718645361e+03,1.097319943971540468e+01,-1.733673384810325331e+02,-6.904701490249765811e+03,7.728532752470390399e+00,-1.482635544804654160e+02
-6.875473804656165157e+03,7.117322399125924903e+01,-6.307408241283682173e+02,-6.876694087698848307e+03,7.102464489543132231e+01,-6.293607047947857609e+02,-6.873938856715181828e+03,7.022126933603918530e+01,-6.245538029656700019e+02,-6.879541446369607002e+03,6.733457573703996957e+01,-5.993325334171173608e+02
-6.818540031972021097e+03,1.302129782961800686e+02,-1.079044863528383530e+03,-6.819954428026002461e+03,1.300872394528213647e+02,-1.077626548578399706e+03,-6.817092811227895254e+03,1.291626550795290598e+02,-1.073005046749460462e+03,-6.824379201132695016e+03,1.266469631858040259e+02,-1.047780516208539666e+03
-6.731856665407151013e+03,1.886846112418255643e+02,-1.522627983191417115e+03,-6.733474149244757427e+03,1.885825517396997384e+02,-1.521180094245954479e+03,-6.730472520538739445e+03,1.875399098840629222e+02,-1.516756857399953788e+03,-6.739453085853442644e+03,1.854069893848636355e+02,-1.491646043189313787e+03
-6.615805070972854992e+03,2.463330987513447781e+02,-1.959550180633215177e+03,-6.617634577724246810e+03,2.462556132439699752e+02,-1.958082692804943918e+03,-6.614455845662824686e+03,2.450980548773021894e+02,-1.953865647172150148e+03,-6.625132357917456829e+03,2.433583483662678191e+02,-1.928987635923808966e+03
-6.470895624912173844e+03,3.029070989458320469e+02,-2.387901295669407773e+03,-6.472945866233001652e+03,3.028551480559884794e+02,-2.386425600931567260e+03,-6.469550145920159594e+03,3.015857212370734146e+02,-2.382417181002248071e+03,-6.481915522644840166e+03,3.002482784541911087e+02,-2.357892489047586878e+03
-6.297765300217494769e+03,3.581600686794701573e+02,-2.805809516188093312e+03,-6.300044568065803105e+03,3.581346867404115528e+02,-2.804338462136696307e+03,-6.296389931357005480e+03,3.567562731598495134e+02,-2.800535149501702563e+03,-6.310428047066192448e+03,3.558286882976340166e+02,-2.776485013082693513e+03
-6.097174667740451696e+03,4.118513537060655949e+02,-3.211449674449618215e+03,-6.099690629149787128e+03,4.118536535916396701e+02,-3.209997576706053223e+03,-6.095733920203055277e+03,4.103689056240398259e+02,-3.206389540868826316e+03,-6.111419482042862910e+03,4.098572583753176559e+02,-3.182935182601947417e+03
-5.870004334323067269e+03,4.637472469258693764e+02,-3.603051291704993673e+03,-5.872763820777896399e+03,4.637784217806082552e+02,-3.601633918679666749e+03,-5.868461522737834457e+03,4.621897112286729907e+02,-3.598204768119668188e+03,-5.885760013301533945e+03,4.620985122639675069e+02,-3.575466646491759548e+03
-5.617250843899053507e+03,5.136220095590887240e+02,-3.978906332003843545e+03,-5.620259639067409807e+03,5.136833313014589066e+02,-3.977540861237795070e+03,-5.615568776675256231e+03,5.119927107682901237e+02,-3.974267510995573048e+03,-5.634436465658333873e+03,5.123248523288627894e+02,-3.952364559904286580e+03
-5.340022070503502619e+03,5.612588505363676177e+02,-4.337376629489342122e+03,-5.343284700158944361e+03,5.613516650723696557e+02,-4.336081575298921962e+03,-5.338163762393008255e+03,5.595608426359447094e+02,-4.332934235242930299e+03,-5.358547787913741558e+03,5.603175549142202954e+02,-4.311983100712406667e+03
-5.039532134546610905e+03,6.064508598737392049e+02,-4.676900957151673538e+03,-5.043051662517387740e+03,6.065765790225367482e+02,-4.675696069810582230e+03,-5.037461528986030316e+03,6.046869066152470396e+02,-4.672638355582095755e+03,-5.059300048558169692e+03,6.058677205681485702e+02,-4.652752636789374264e+03
-4.717095875530919329e+03,6.490018922963862451e+02,-4.996001708828094706e+03,-4.720873709450929709e+03,6.491619824933069367e+02,-4.994907846021334080e+03,-4.714778564182702212e+03,6.471744581156293634e+02,-4.991897012481976162e+03,-4.738000974510518972e+03,6.487771753191045718e+02,-4.973186514126718066e+03
-4.374122915620573622e+03,6.887273978780323205e+02,-5.293291170090295964e+03,-4.378158626127893513e+03,6.889233657819065684e+02,-5.292330141856546106e+03,-4.371526842621628930e+03,6.868386494083174512e+02,-5.289317436726251799e+03,-4.396054066609168331e+03,6.888593195141353362e+02,-5.271887439573558368e+03
-4.012111349124349090e+03,7.254551969572451071e+02,-5.567477357444621703e+03,-4.016402505963680142e+03,7.256885721475505306e+02,-5.566671746279046602e+03,-4.009207487859948287e+03,7.235070149198846821e+02,-5.563602879590151133e+03,-4.034952326498773800e+03,7.259399212199155045e+02,-5.547553435723817529e+03
-3.632641093070139505e+03,7.590261970654942161e+02,-5.817369408890029263e+03,-3.637183121311404648e+03,7.592985120692326291e+02,-5.816742367101663149e+03,-3.629404083805119626e+03,7.570201981224657857e+02,-5.813558090142212677e+03,-3.656271629938371007e+03,7.598578516625565271e+02,-5.798983349095406084e+03
-3.237366933683705156e+03,7.892950500428609075e+02,-6.041882512245094404e+03,-3.242152992976627047e+03,7.896078179807483366e+02,-6.041457539045995873e+03,-3.233775671084300029e+03,7.872326180126252666e+02,-6.038094324651962779e+03,-3.261663781447153269e+03,7.904657606293363870e+02,-6.025081896146919462e+03
-2.828011302810730285e+03,8.161307479159678451e+02,-6.240042360694270428e+03,-2.833032192261470755e+03,8.164854381017812557e+02,-6.239843061837475943e+03,-2.824049463258331798e+03,8.140130735841172509e+02,-6.236233876243500163e+03,-2.852849284670738598e+03,8.176306901644726395e+02,-6.224864234784621658e+03
-2.406356817223433609e+03,8.394171564611890517e+02,-6.410989127657083372e+03,-2.411600908111076023e+03,8.398151683265513157e+02,-6.411038960733761996e+03,-2.402013316834506895e+03,8.372452850649973470e+02,-6.407114115724119983e+03,-2.431609861973537591e+03,8.412346252534350697e+02,-6.397460051762882358e+03
-1.974238612425106339e+03,8.590534856691032246e+02,-6.553980955311853904e+03,-1.979691810579627372e+03,8.594961214183221045e+02,-6.554302964063233048e+03,-1.969507987827226543e+03,8.568283710008515754e+02,-6.549991036892491138e+03,-1.999780755633135414e+03,8.611749805000091555e+02,-6.542117158730134179e+03
-1.533536501107528920e+03,8.749546965606753020e+02,-6.668396952888044325e+03,-1.539182240353204179e+03,8.754431329863070914e+02,-6.669013494083505975e+03,-1.528419206258197846e+03,8.726772605200033013e+02,-6.664242301568798212e+03,-1.559242841728116446e+03,8.773650220539464044e+02,-6.658204591594988415e+03
-1.086166984927954218e+03,8.870518439816685259e+02,-6.753739702178894731e+03,-1.091986252562678828e+03,8.875871038911960795e+02,-6.754672168757962027e+03,-1.080669598579730973e+03,8.847230403129520937e+02,-6.749369781087269985e+03,-1.111914586471575376e+03,8.897342242438273843e+02,-6.745215209379328371e+03
-6.340751468522227015e+02,8.952923551218997318e+02,-6.809637268639733520e+03,-6.400465416891686345e+02,8.958752788392852153e+02,-6.810905812912646070e+03,-6.282104866451484213e+02,8.929132359992319152e+02,-6.805001592068149876e+03,-6.597438734467423274e+02,8.982285605117856448e+02,-6.802767789803760024e+03
-1.792264500493694186e+02,8.996402435753248028e+02,-6.835844716967878412e+03,-1.853262730974532246e+02,9.002714609882588093e+02,-6.837467977717603389e+03,-1.730135906317782997e+02,8.972120276452973258e+02,-6.830893624980300956e+03,-2.046997290405140859e+02,9.028107283386883637e+02,-6.830608619552746859e+03
2.764015316991723807e+02,9.000762587830940902e+02,-6.832245130265678199e+03,2.701991542912127215e+02,9.007561624075710824e+02,-6.834239967594161499e+03,2.829373376741469315e+02,8.976003992443068000e+02,-6.826930564374610185e+03,2.512360275734807544e+02,9.034603078974183745e+02,-6.828612577547490218e+03
7.308274278304558038e+02,8.965979706942308667e+02,-6.798850131842838891e+03,7.245503903911039743e+02,8.973266902226752109e+02,-6.801231373556533981e+03,7.376549255282429840e+02,8.940762219822383940e+02,-6.793126399785144713e+03,7.060771842111049637e+02,9.001738541873518216e+02,-6.796783709685567374e+03
1.182074405190722018e+03,8.892197894486134828e+02,-6.735799908503334336e+03,1.175752437972265852e+03,8.899971682362048568e+02,-6.738580111738056985e+03,1.189156608480430123e+03,8.866542711057925317e+02,-6.729624426245354698e+03,1.157841559848891620e+03,8.929649223959985420e+02,-6.735255293471723235e+03
1.628178498689179605e+03,8.779729198468321556e+02,-6.643362733880234373e+03,1.621842954846396651e+03,8.787984937729411286e+02,-6.646551965523281979e+03,1.635473052896070385e+03,8.753661761882995052e+02,-6.636696733244602001e+03,1.604559427788844687e+03,8.818640262163224861e+02,-6.644289390857193212e+03
2.067196914112305876e+03,8.629052503341331430e+02,-6.521933990126890421e+03,2.060880530336482934e+03,8.637782294518884783e+02,-6.525539629405371670e+03,2.074656546038377201e+03,8.602603045732796545e+02,-6.514743180854449747e+03,2.044281912005696086e+03,8.669185288333794688e+02,-6.524275887523363053e+03
2.497216278014517229e+03,8.440811762040209487e+02,-6.372034686143535509e+03,2.490952911348936141e+03,8.450004295609977589e+02,-6.376061252511981365e+03,2.504789327269213118e+03,8.414015777743006765e+02,-6.364289861782618573e+03,2.475089330095711375e+03,8.481924662945875752e+02,-6.375731016887525584e+03
2.916360808478316812e+03,8.215813567335568450e+02,-6.194309470608131051e+03,2.910185152221681619e+03,8.225454007104236780e+02,-6.198758479786021780e+03,2.923991832864457592e+03,8.188712206366701594e+02,-6.185987048358688298e+03,2.895099455150919766e+03,8.257663030066109968e+02,-6.199295367367508334e+03
