dev_chief,dev_deputy1,dev_deputy2,dev_deputy3
1.601992252583453718e-04,8.362899505530492494e-03,9.711533445338725590e-03,1.687343034447224069e-02
1.526720090746965246e-04,7.964129812706942022e-03,8.746464986566664102e-03,1.717882333354410138e-02
1.495363602068193682e-04,8.034143643441477717e-03,8.093971254457751896e-03,1.682563084124320124e-02
1.576088151180777977e-04,7.674257786224411397e-03,7.500844186229435953e-03,1.526285555979805218e-02
1.476226790365476162e-04,7.834992172092955162e-03,6.537803255248537601e-03,1.479810857923691964e-02
1.482838890535200698e-04,7.774130824006224988e-03,6.531412823428350140e-03,1.483211147784016352e-02
1.457429411738774417e-04,7.925721493995570299e-03,6.086341074433462318e-03,1.482051786069544207e-02
1.607648276363748876e-04,6.970719102376343734e-03,6.192398516325272467e-03,1.421455798148881303e-02
1.593313151745655331e-04,6.558441892129427547e-03,6.043764632441852441e-03,1.384386750796744170e-02
1.622180287793814363e-04,6.255873328703844861e-03,6.885129907759818084e-03,1.276160174444708473e-02
1.570741071467813773e-04,6.599538706024081491e-03,5.980789493442104261e-03,1.297579226817568293e-02
1.481644425203781153e-04,6.332231243439444615e-03,6.553742545364196932e-03,1.220163077587386839e-02
1.648124463179142065e-04,6.210876874161982107e-03,6.705018065059369439e-03,1.218979720129319093e-02
1.391262373528370333e-04,6.267021752256417971e-03,6.578649658861898848e-03,1.167512381935342791e-02
1.610652238878011516e-04,6.282004721254310503e-03,6.679789156321964266e-03,1.144306508241562173e-02
1.531155228562726552e-04,6.114338010061578718e-03,6.891438270582060828e-03,1.150546022838535090e-02
1.523614043861984098e-04,6.167224988132742093e-03,7.039528270705361530e-03,1.124679637916627291e-02
1.504724075666980204e-04,6.352987020170785225e-03,7.235339820338197031e-03,1.126593092817047143e-02
1.555785329184011334e-04,5.919753220557471413e-03,7.080326943664806520e-03,1.151910491994676509e-02
1.654105307743771716e-04,5.963501395635725962e-03,7.050932580527382448e-03,1.126345470311647043e-02
1.491390114788886231e-04,5.387922625184956606e-03,6.686128309255198222e-03,1.130749953657342669e-02
1.551788696102194024e-04,5.745124588371206681e-03,7.319061966260597546e-03,1.180631881561347227e-02
1.496004698491398236e-04,6.010787737726007961e-03,7.419963000734774126e-03,1.151565945869745429e-02
1.584370739079344476e-04,6.073217503011082118e-03,7.056252248945897587e-03,1.194212245160897884e-02
1.489660769089490950e-04,6.392153015018806755e-03,7.809969888491081862e-03,1.201584034861124042e-02
1.490837055387283475e-04,7.311937874339599977e-03,8.440231591369036501e-03,1.276865314413887752e-02
1.535505138835572539e-04,7.689147181465860910e-03,6.162847399407963243e-03,1.267652285510141065e-02
1.561543291980602057e-04,7.729995491215041654e-03,4.454880649452643178e-03,1.299154459767385035e-02
1.559814006563933937e-04,7.712639344713815084e-03,3.463911410158746450e-03,1.312205857503075113e-02
1.645055817745808599e-04,7.448378255775517376e-03,2.989898418732638789e-03,1.361795848569658830e-02
1.593073259944644937e-04,7.613954321684235707e-03,2.801773697832061691e-03,1.370950927002897654e-02
1.601472563391321820e-04,7.531673625494264036e-03,2.941991512126194020e-03,1.429095363085189883e-02
1.613383621588577186e-04,7.783119980887744094e-03,3.083238134673621945e-03,1.463693109867412676e-02
1.591453971107384391e-04,7.644475657875552180e-03,3.066005082844492236e-03,1.496949852527717888e-02
1.525504405128068905e-04,7.910985414404525171e-03,3.241286501312916433e-03,1.492097483508357872e-02
1.625106036894601437e-04,7.887419457075489984e-03,3.380143309575402589e-03,1.487632267795496559e-02
1.667827100495063641e-04,8.075954548885311973e-03,3.426960168312662581e-03,1.515459264522173166e-02
1.536350608923101036e-04,8.322668761675901250e-03,3.468119983595305874e-03,1.537815859157977069e-02
1.586307087934604656e-04,1.011573126306868596e-02,4.136753243120869748e-03,1.497739015386633822e-02
1.463160452155173516e-04,1.083747087843880269e-02,4.170155186018945949e-03,1.523576033721721519e-02
1.544749797526613643e-04,1.036928119687411179e-02,4.588380888437704891e-03,1.611304848452367600e-02
1.589167268678601936e-04,1.056585647352707366e-02,5.116407798026126851e-03,1.580050284649912873e-02
1.470227120349022472e-04,9.918670089190203057e-03,5.565564500919320187e-03,1.602879676455406036e-02
1.649428544701923903e-04,9.122112377677276535e-03,5.637423586311886975e-03,1.580651926430690427e-02
1.562678603519039502e-04,8.107635946208011438e-03,5.269834941002219005e-03,1.582501310966751007e-02
1.495162403450479914e-04,8.538609848390983290e-03,5.763659205673136478e-03,1.559567543614426288e-02
1.658219997552479045e-04,8.566260096733818025e-03,5.813159132728559948e-03,1.572120425447243175e-02
1.571729732137741012e-04,8.034365333186310049e-03,6.073126758593921058e-03,1.576186007397707006e-02
1.529594246960359991e-04,7.805772935845853820e-03,6.280134183465038884e-03,1.554479680401243437e-02
1.518357816696842334e-04,7.691602330615360250e-03,6.619816259583312899e-03,1.495839234389888250e-02
1.557589513270279859e-04,7.429679960921190505e-03,6.945885717678123260e-03,1.509846739330281476e-02
1.527838966199696535e-04,7.098610288519641327e-03,6.790414867034880349e-03,1.442330516294337839e-02
1.572300175651507607e-04,7.400579470412394813e-03,7.235266103890161844e-03,1.408407407552467704e-02
1.514767917973968521e-04,7.395415233365673809e-03,6.721201929176942418e-03,1.359299682867188240e-02
1.576165484681058557e-04,7.272651687259197237e-03,6.481502715014964867e-03,1.366717338839651408e-02
1.740916238492471336e-04,7.480792216261979675e-03,6.360435876758525377e-03,1.378757259944471750e-02
1.666059377833235518e-04,7.468525616704219106e-03,6.441870411838173521e-03,1.299280991295032051e-02
1.457280399632466855e-04,7.805644962940886354e-03,6.939648760412646562e-03,1.272325169680852894e-02
1.657081179653998519e-04,8.339302665262060543e-03,7.814973794625491507e-03,1.210259711074341583e-02
1.480361956599645929e-04,8.187319534454555459e-03,7.579548691186765129e-03,1.266603948353159197e-02
1.620664396045911086e-04,8.507082062356783811e-03,7.075067371391111429e-03,1.243640413767660956e-02
1.541870755841200915e-04,8.505427441850078527e-03,7.009481041601062570e-03,1.197461296614602336e-02
1.540910375270693417e-04,8.522470709737283573e-03,6.718322614863935470e-03,1.182784921893525500e-02
1.606277923306324927e-04,8.533431331866660197e-03,6.708042175069605512e-03,1.233099066042823815e-02
1.646458138682778860e-04,7.930366546868196018e-03,6.716133550946488950e-03,1.260425512812787460e-02
1.608161605634110774e-04,7.789483684457132288e-03,6.472773658852558690e-03,1.222599002673749671e-02
